letter_id,n_footnote,generated_footnote,xml_footnote,bleu_with,rouge_with,bleu_without,rouge_without,bert_with,bert_without
10327,2,"Siehe oben, S. 246, 12-13.","Oben <ref target=""file10324"">Nr. 293</ref>.",0.0,0.15384615384615383,0.0,0.2222222222222222,0.5642872452735901,0.6532068252563477
10327,5,"Der Ausdruck ""Cerberus"" bezieht sich hier möglicherweise auf die strengen und kompromisslosen politischen Verhältnisse in Zürich oder auf eine bestimmte Person, die Bullinger als ""Hundeführer"" oder Wächter ansieht. Der verwendete Begriff könnte auf ein Gefühl der Bedrohung oder Kontrolle hinweisen, das die politischen Allianzen jener Zeit prägt.","Die Gesellschaft zu Konstaffel, nach ihrem Zunfthaus auch «zum Rüden» genannt. Sie stellte zahlenmäßig mehr Reformationsgegner als irgendeine Zunft, ohne daß diese jedoch eine Mehrheit in ihren Reihen hätten bilden können, s. <hi>Jacob</hi> 64-66. 108f. 115.",0.0,0.1020408163265306,0.0,0.10416666666666667,0.6037777662277222,0.6098067164421082
10650,2,"Im Kontext dieser Passage bezieht sich der Begriff ""convictorum"" auf die Mitbewohner oder Kameraden, mit denen <persName ref=""p5618"" cert=""high"">Lavater</persName> Zeit verbrachte. Diese Bezugnahme deutet auf das enge soziale Netzwerk hin, das während der gemeinschaftlichen Aufenthalte in der Zeit der Reformation entstand, und auf die Rolle, die solche Verbindungen bei der Bewältigung persönlicher Krisen spielten.","Wer noch, außer <persName ref=""p5618"" cert=""high"">Heinrich Lavater</persName> und <persName ref=""p8459"" cert=""high"">Otto Werdmüller</persName>, als Kostgänger bei <persName ref=""p315"" cert=""high"">Jakob Bedrot</persName> wohnte, ist nicht bekannt.",0.21537799412745895,0.18181818181818182,0.0,0.08,0.6897923946380615,0.6188011765480042
10650,3,"Der Fluss, der in diesem Kontext erwähnt wird, bezieht sich vermutlich auf den <placeName ref=""l492"" cert=""high"">Ill</placeName>, einen Nebenfluss des Rheins, der durch Straßburg fließt. Viele Personen der damaligen Zeit nutzten diesen Fluss sowohl für alltägliche Bedürfnisse als auch für gesundheitliche Zwecke, wie das Baden, was in der angesprochenen Situation von Bedeutung ist.","die <placeName ref=""l1456"" cert=""high"">Ill</placeName>, ein Nebenfluß des <placeName ref=""l11"" cert=""high"">Rheins</placeName>.",0.209737001513639,0.19753086419753085,0.0,0.09523809523809525,0.7104905843734741,0.6754496097564697
10650,6,"Die Erwähnung der „caeteri sodales“ bezieht sich auf die anderen Mitglieder des Collegiums, die nicht an diesem speziellen Ereignis teilnahmen. Otto Werdmüller (Myliander) beschreibt die enge Gemeinschaft der Studierenden und verweist auf die Abwesenheit der meisten von ihnen in der kritischen Situation rund um den Tod von Heinrich Lavater. Dies verdeutlicht die Trauer und den Schock, den diese Tragödie in der gesamten Doppelöstlichen Gemeinschaft hervorrief. Vgl. auch G. E. S. Lang, *Die humanistischen Schulen in Straßburg* (Zürich 1946).","Im ""Collegium praedicatorum"" waren neben den <placeName ref=""l492"" cert=""high"">Straßburger</placeName> Stipendiaten noch acht schwäbische Studenten der Bufflerschen Schulstiftung untergebracht (vgl. <hi>Ficker,</hi> Erste Lehr- und Lernbücher, aaO, S. 9-13, und <bibl>BucerDS</bibl> VII 537).",0.0,0.11023622047244094,0.0,0.11965811965811965,0.6069595217704773,0.6282702684402466
10650,7,"Die Erwähnung von <persName ref=""p315"" cert=""high"">Johann Bedrot</persName> erfolgt als Hinweis, dass er für die Übermittlung dieser traurigen Nachrichten und möglicherweise für weitere Kommunikation zwischen <persName ref=""p5618"" cert=""high"">Heinrich Lavater</persName> und <persName ref=""p315"" cert=""high"">Heinrich Bullinger</persName> verantwortlich war. Bedrot, ein bekannter Zeitgenosse, war in der reformierten Bewegung aktiv und spielt eine wichtige Rolle im Kontext von Bullingers Netzwerken in der Reformation.","Unten <ref target=""file10651"">Nr. 613</ref>.",0.0,0.04938271604938272,0.0,0.0,0.6428256034851074,0.5893333554267883
11507,10,"<persName ref=""p18988"" cert=""high"">Cyprianus</persName>, De Lapsis 26, 5. In dieser Passage betont Cyprian, dass Handlungen und Gebräuche, die nicht von Gott verordnet sind, als unzulässig und gegen den göttlichen Willen angesehen werden müssen.","Vgl. <cit type=""bible""><ref>2Kön 2, 11f</ref></cit>.",0.0,0.03921568627450981,0.0,0.0,0.6537708044052124,0.6135771870613098
11507,11,"<persName ref=""p20131"" cert=""high"">Elias</persName>, 1. Reg. 18, 21: „Quousque claudicatis inter duos secretos? Si Dominus est Deus, sequimini eum; si autem Baal, sequimini Baal.“ Diese Passage wird oft zitiert, um den entschieden dualistischen Glaubensansatz zu unterstreichen, der im Kontext der Reformation relevant war.","<cit type=""bible""><ref>1Kön 18, 21</ref></cit>.",0.0,0.10714285714285714,0.0,0.09090909090909091,0.6490291357040405,0.5773104429244995
11507,12,"„Si dominus“, inquit, „est deus, sequimini illum; si Baal est deus, sequimini illum. Quousque in utrumque latus claudicatis?“ Diese Aufforderung des Propheten Elias an das Volk Israel, die sowohl in 1 Könige 18,21 als auch von Bullinger in einem theologischen Kontext zitiert wird, stellt die Frage nach der eindeutigen Loyalität zu Gott oder den falschen Göttern.<note xml:id=""fn12"" type=""footnote"" n=""12"">1 Könige 18,21: „Elias trat zu dem ganzen Volk und sprach: Wie lange wollt ihr hinken auf beiden Seiten? Wenn der Herr Gott ist, so folget ihm; ist's aber der Baal, so folget ihm! Das Volk schwieg ihm aber darauf.</note>","Zeph 1, 4f.",0.0,0.017391304347826087,0.0,0.018867924528301886,0.525723397731781,0.542447566986084
11507,13,"<note xml:id=""fn13"" type=""footnote"" n=""13"">Siehe Johannes 1, 29: „Siehe, das Lamm Gottes, welches der Welt Sünde trägt.“ Auch Hebräer 10, 14: „Denn mit einem Opfer hat er in Ewigkeit die, welche geheiligt werden, vollkommen gemacht.“</note>","Die reformatorische Betonung der Einmaligkeit des Opfers Christi stützt sich insbesondere auf <cit type=""bible""><ref>Hebr 7, 27</ref></cit>; <cit type=""bible""><ref>9, 24-28.</ref></cit>",0.0,0.1081081081081081,0.0,0.11320754716981131,0.6713261604309082,0.6588619351387024
