letter_id,n_footnote,generated_footnote,xml_footnote,bleu_with,rouge_with,bleu_without,rouge_without,bert_with,bert_without
12773,8,"Vgl. dazu <ref target=""file12769"">Nr. 2722</ref>, Anm. 1.",Siehe dazu oben Anm. 1.,0.1090009697802911,0.4,0.24808415001701817,0.5454545454545454,0.7226018309593201,0.8241538405418396
12773,4,"Vgl. dazu <persName ref=""p7548"" cert=""high"">Sebastian von Heusenstamm</persName>, Erzbischof von Mainz, <ref target=""file12770"">Nr. 2723</ref>, Anm. 82.","<persName ref=""p7548"" cert=""high"">Sebastian von Heusenstamm</persName>, Erzbischof von Mainz. -Siehe dazu <ref target=""file12770"">Nr. 2723</ref>, Anm. 82.",0.8957567894376306,0.9545454545454546,0.6963989610844701,0.9166666666666666,0.9650377035140991,0.9212938547134399
12773,6,"Vgl. dazu <persName ref=""p19065"" cert=""high"">Johann Friedrich I. von Sachsen</persName>, der mit Herzog <persName ref=""p18249"" cert=""high"">Moritz von Sachsen</persName> zusammenarbeitete, um <persName ref=""18250"" type=""auto_name"">Mauritium</persName> zu bändigen, <ref target=""file12770"">Nr. 2723</ref>, Anm. 82.","<persName ref=""p18250"" cert=""high"">Herzog Moritz von Sachsen</persName>.",0.15299218504703116,0.3214285714285714,0.07939087147543496,0.29629629629629634,0.7723489999771118,0.6995517015457153
12773,30,"Vgl. dazu <persName ref=""p20055"" cert=""high"">Hans von Herborn</persName>, den Schmied aus Dübendorf, der den Brief erhalten hat.","Vorliegender Brief wurde einem Schmied aus <placeName ref=""l1596"" cert=""high"">Dübendorf</placeName> anvertraut; s. <ref target=""file12777"">Nr. 2729</ref>,1.",0.18821773118914098,0.3636363636363636,0.0,0.3571428571428571,0.7850170135498047,0.7390035390853882
12773,3,"Vgl. dazu <persName ref=""p8360"" cert=""high"">Johann Friedrich I.</persName>, Kurfürst von Sachsen, der im Jahre 1486 geboren wurde und am 11. Mai 1542 verstarb.","Kurfürst <persName ref=""p19065"" cert=""high"">Johann Friedrich I. von Sachsen</persName>.",0.38713346831820944,0.6,0.11556647985416685,0.5,0.8409602642059326,0.7636421918869019
12773,22,"Vgl. dazu <cit type=""bible""><ref>Ps 39 (Vulg. 38), 6</ref></cit>.","In Anspielung auf die von Jesus seinen Jüngern gestellte Frage und auf die darauf erfolgte Antwort von <persName ref=""p19981"" cert=""high"">Petrus</persName>; s.Joh 6, 57f.",0.0,0.09523809523809525,0.0,0.06666666666666667,0.6791370511054993,0.6498064994812012
12773,27,"Vgl. dazu die Bezeichnung der Reise nach Belgien als ""Belgicus cursus"" in <ref target=""file12747"">Nr. 2700</ref>, Anm. 25.","Zur Bezeichnung s. <ref target=""file12757"">Nr. 2710</ref>, Anm. 18.",0.3424885275916587,0.3870967741935483,0.0,0.26086956521739124,0.8423885107040405,0.7651750445365906
12773,28,"Vgl. dazu <placeName ref=""l513"" cert=""high"">Ulm</placeName> und <placeName ref=""l1976"" cert=""high"">Augusta</placeName>.","Wie z.B. <placeName ref=""l119"" cert=""high"">Donauwörth</placeName>, <placeName ref=""l360"" cert=""high"">Nördlingen</placeName>, <placeName ref=""l171"" cert=""high"">Giengen</placeName> an der Brenz, <placeName ref=""l2370"" cert=""high"">Bopfingen</placeName>, <placeName ref=""l1194"" cert=""high"">Dinkelsbühl</placeName>, <placeName ref=""l1521"" cert=""high"">Rothenburg ob der Tauber</placeName> und <placeName ref=""l964"" cert=""high"">Schwäbisch Hall</placeName>.",0.05227688252945365,0.2716049382716049,0.0,0.07407407407407407,0.8402657508850098,0.5844146609306335
12773,25,"Vgl. dazu <ref target=""file12769"">Nr. 2722</ref>, Anm. 82.","Anderes nämlich als das oben in Z. 6f mitgeteilte (richtige) Gerücht, laut dem von Büren sich auf dem Weg nach Mainz befunden haben soll.",0.0,0.0,0.0,0.0,0.5773240327835083,0.623262882232666
12773,23,"Vgl. dazu <cit type=""bible""><ref>Mt 10, 22</ref></cit>.","Vgl. <cit type=""bible""><ref>Kol 1, 11</ref></cit>.",0.6943209557830425,0.6666666666666666,0.0,0.22222222222222224,0.9606491327285767,0.9047923684120178
12773,20,"Vgl. dazu <persName ref=""p8032"" cert=""high"">Francisco de Enzinas</persName> in <ref target=""file12753"">Nr. 2706</ref>, 23-25.","<persName ref=""p8032"" cert=""high"">Francisco de Enzinas</persName>, der damals in <placeName ref=""l28"" cert=""high"">Basel</placeName> in der Offizin von <persName ref=""p8126"" cert=""high"">Johannes Oporin</persName> an der Drucklegung seiner Schriften arbeitete.",0.27921327212993086,0.4210526315789474,0.0,0.27586206896551724,0.7997405529022217,0.6687653660774231
12773,29,"Vgl. dazu den Schmalkaldischen Bund, der 1531 von den Fürsten des Schmalkaldischen Bundes, darunter Kurfürst Friedrich I. von Sachsen, Herzog Georg von Braunschweig-Wolfenbüttel und Herzog Philipp von Hessen, geschlossen wurde. Dieser Bund sollte als Gegengewicht zum Heiligen Römischen Reich dienen und die Fürsten im Kampf gegen den Kaiser und die katholische Kirche unterstützen.",Gemeint ist der Schmalkaldische Bund.,0.0,0.06153846153846154,0.0,0.06153846153846154,0.7065010666847229,0.7065010666847229
12773,24,"Vgl. dazu <cit type=""bible""><ref>Mt 10, 22</ref></cit>; <cit type=""bible""><ref>Lk 21, 19</ref></cit>; <cit type=""bible""><ref>Hebr 10, 36</ref></cit>; <cit type=""bible""><ref>2Thess 2, 16</ref></cit>.","Vgl. z.B. <cit type=""bible""><ref>Mt 10, 22</ref></cit>.",0.23767340161859624,0.39999999999999997,0.12740810460323607,0.4,0.8227214217185974,0.8057113885879517
12773,19,"Vgl. dazu die falschen Gerüchte über den angeblichen Tod des Kaisers, die von <persName ref=""p8032"" cert=""high"">Francisco de Enzinas</persName> und <persName ref=""p8126"" cert=""high"">Johannes Oporin</persName> verbreitet wurden, wie in <ref target=""file12762"">Nr. 2715</ref>, 7-10 beschrieben.","Zu den falschen Gerüchten über den angeblichen Tod des Kaisers s. die Verweise in <ref target=""file12747"">Nr. 2700</ref>, Anm. 20.",0.18785360032382653,0.411764705882353,0.1849381946583562,0.45833333333333337,0.7961028218269348,0.7882733345031738
12773,18,"Vgl. dazu Ps 42 (Vulg. 41), 4. 11; 79 (Vulg. 78), 10; 115, 2 (Vulg. 113, 10); 2Kor 6, 15; Jo 2, 17.","Vgl. <cit type=""bible""><ref>Ps 42 (Vulg. 41), 4. 11</ref></cit>; <cit type=""bible""><ref>79 (Vulg. 78), 10</ref></cit>; <cit type=""bible""><ref>115, 2 (Vulg. 113, 10)</ref></cit>; <cit type=""bible""><ref>Jo 2, 17</ref></cit>.",0.1358849513282709,0.5757575757575758,0.8140068743491033,0.9047619047619047,0.6935989260673523,0.9677896499633789
12773,15,"Siehe dazu <ref target=""file12769"">Nr. 2722</ref>, 54f.","Zur Unterwerfung <placeName ref=""l513"" cert=""high"">Ulms</placeName> wenige Tage zuvor s. die Verweise in <ref target=""file12769"">Nr. 2722</ref>, Anm. 35.",0.1960037415075865,0.36363636363636365,0.09242683479084891,0.21052631578947364,0.8143754005432129,0.7132512331008911
12773,12,"Vgl. dazu die Mitteilung von <persName ref=""p458"" cert=""high"">Brentius</persName> in <ref target=""file12762"">Nr. 2715</ref>, 16f. und 20.","<persName ref=""p17927"" cert=""high"">Kurfürst Friedrich II. von der Pfalz</persName>. - Er hatte sich kurz zuvor dem Kaiser ergeben; s. <ref target=""file12756"">Nr. 2709</ref>, Anm. 11.",0.36262695217961544,0.3846153846153846,0.0,0.125,0.8284181356430054,0.6780121326446533
12773,11,"Vgl. dazu <ref target=""file12769"">Nr. 2722</ref>, Anm. 45.","Vgl. <ref target=""file12769"">Nr. 2722</ref>,86. - Zur Route des Kaisers s. <ref target=""file12769"">Nr. 2722</ref>, Anm. 45.",0.314243803904955,0.5806451612903225,0.2989223237267331,0.5263157894736842,0.8200258016586304,0.8496283888816833
12773,10,"Vgl. dazu <ref target=""file12769"">Nr. 2722</ref>,85f.","<persName ref=""p7459"" cert=""high"">Maximilian von Egmont</persName>, Graf von Büren; vgl. <ref target=""file12769"">Nr. 2722</ref>,85f. -Zu dessen Route s. <ref target=""file12753"">Nr. 2706</ref>, Anm. 21.",0.08311526631896736,0.38095238095238093,0.02496715832610333,0.3333333333333333,0.7863789796829224,0.7633588314056396
12773,14,"Vgl. dazu <persName ref=""p8098"" cert=""high"">Georg von Württemberg-Mömpelgard</persName> in <ref target=""file12769"">Nr. 2722</ref>,40-56 mit Anm. 43.","Graf <persName ref=""p8098"" cert=""high"">Georg von Württemberg-Mömpelgard</persName>. - Siehe dazu <ref target=""file12769"">Nr. 2722</ref>,40-56 mit Anm. 43.",0.8772882383816951,0.9230769230769231,0.6158321239830595,0.875,0.963545560836792,0.9188166260719299
12773,13,"Vgl. dazu <persName ref=""p8097"" cert=""high"">Ulrich von Württemberg</persName>, Herzog von Württemberg.","Herzog <persName ref=""p9780"" cert=""high"">Ulrich von Württemberg</persName>.",0.6135033222033444,0.7407407407407406,0.0,0.6666666666666666,0.9119706749916077,0.8310919404029846
11624,5,"Vgl. den Brief <persName ref=""p3964"" cert=""high"">Zwicks</persName> vom 15. März 1561 (oben <ref target=""file11625"">Nr. 1602</ref>), wo er sich über die Zürcher Theologen sorgt, weil er befürchtet, dass diese in ihren Streitigkeiten um die Rechtfertigungslehre zu weit gegangen sind.","<persName ref=""p4079"" cert=""high"">Zwick</persName> war wegen der grassierenden Pest um die Zürcher Theologen besorgt, wie auch aus seinem Brief vom gleichen Tag an Pelikan hervorgeht (s. Zürich ZB, Ms F 47, 50).",0.19503730282866003,0.28571428571428575,0.0,0.2058823529411765,0.7693772912025452,0.7189435362815857
12773,17,"Vgl. <cit type=""bible""><ref>Job 1,6; 2,2; 1Kön 22,5; 2Kön 17,16; 21,21</ref></cit> und <cit type=""bible""><ref>1Kön 22,13; 2Kön 2,24; 9,2; 2Thess 2,9; 2Tim 3,3</ref></cit>, wo das Motiv des Teufels als Gegner Gottes bzw. als Gottlosigkeit verwendet wird.","des Teufels; vgl. <cit type=""bible""><ref>2Kor 6, 15</ref></cit>.",0.22437859259619808,0.28571428571428575,0.0,0.15384615384615383,0.7714254856109619,0.7558467388153076
11624,4,"Vgl. C[arl] A[ugust] <hi>Bächtold,</hi> Geschichte der Pfarrpfründen im Kanton Schaffhausen, Schaffhausen 1882, S. 226f.","Das Einkommen des Pfarrers von <placeName ref=""l489"" cert=""high"">Stein am Rhein</placeName> ist erst für das Jahr 1548 genau bekannt; s. C[arl] A[ugust] <hi>Bächtold,</hi> Geschichte der Pfarrpfründen im Kanton Schaffhausen, Schaffhausen 1882, S. 226f (hier irrtümlich ""Georg Mumpfer"").",0.26435143202111505,0.5588235294117647,0.35462838845548794,0.5862068965517241,0.8271768689155579,0.8749403357505798
11624,3,"Georg Wimpfer war ein evangelischer Theologe und Pfarrer in Stain (heute Stein am Rhein), der sich für die Rechte des Pfarrers eingesetzt hat.","<persName ref=""p3963"" cert=""high"">Georg Wimpfer</persName>; vgl. oben <ref target=""file11563"">Nr. 1520</ref>, 21-25.",0.0,0.09523809523809525,0.0,0.125,0.5711200833320618,0.6556135416030884
11298,8,"Gemeint ist der Orator Kaiser Karl V., <persName ref=""p7852"" cert=""high"">Johann von Weeze</persName>; zum Stand der Verhandlungen in <placeName ref=""l157"" cert=""high"">Frankfurt</placeName> vgl. oben <ref target=""file11293"">Nr. 1250</ref>, 52-63.","Gemeint ist der Orator Kaiser Karis V., <persName ref=""p7852"" cert=""high"">Johann von Weeze</persName>; zum Stand der Verhandlungen in <placeName ref=""l157"" cert=""high"">Frankfurt</placeName> vgl. oben <ref target=""file11293"">Nr. 1250</ref>, 52-63.",0.9660854289024723,0.9736842105263158,0.9095930632220222,0.9545454545454546,0.9915413856506348,0.9827011823654175
11298,7,"Der Brief von Hedio ist nicht erhalten, da er sich in einem Schriftstück von 1575 befindet, das von dem reformierten Theologen und Historiker Johann Sleidan (1506-1556) stammt. Sleidan hat Hedio in seinem Werk ""Commentarii de statu religionis et reipublicae Christianae"" erwähnt, aber der Originalbrief von Hedio selbst ist nicht überliefert.","Der entsprechende Brief <persName ref=""p8374"" cert=""high"">Hedios</persName> ist nicht erhalten.",0.0,0.15151515151515152,0.0,0.16666666666666669,0.6194458603858948,0.7324487566947937
11390,5,"Die Person, die in der Fussnote 5 erwähnt wird, ist die Ehefrau des Bullingers, nämlich <persName ref=""p8051"" cert=""high"">Anna, geb. Adlischwyler</persName>.","[...], <persName ref=""p19837"" cert=""high"">geb. Lübegger</persName>.",0.32283303484765624,0.3428571428571429,0.0,0.08695652173913045,0.7946678996086121,0.6469733715057373
11390,2,"Über den Absender des Briefes ist nichts aus dem Text selbst bekannt. Es wird jedoch angenommen, dass der Brief von Heinrich Bullinger selbst stammt, da der Absender sich mit dem Präfix ""ego vero"" (wahrlich ich) als ""Bulligere"" (Bullinger) anspricht.",Näheres dazu ist nicht bekannt.,0.0,0.08695652173913045,0.0,0.08695652173913045,0.6248519420623779,0.6248519420623779
11298,9,"Vgl. oben <ref target=""file11287"">Nr. 1244</ref>, 23.","Der bereits oben <ref target=""file11287"">Nr. 1244</ref>, 7-9 erwähnte Markus ist nicht weiter bekannt.",0.5503495042387266,0.5185185185185185,0.19204616400673583,0.3157894736842105,0.8481736183166504,0.7369800806045532
11298,6,"Vgl. Erasmus, <bibl>Adagia</bibl>, 1, 1, 68 (<bibl>LB</bibl> II 52f), wo dieser Ausdruck mit „Deus ex machina“ übersetzt wird.","<bibl>Adagia</bibl>, 1, 1, 68 (<bibl>LB</bibl> II 52f).",0.6257310408688685,0.6666666666666666,0.41809266280936486,0.56,0.8491604924201965,0.812735378742218
11390,4,"Anna, geb. Adlischwyler, ist die Ehefrau des Bullingers.","<persName ref=""p8051"" cert=""high"">Anna, geb. Adlischwyler</persName>.",0.1326732102616599,0.35294117647058826,0.33180774028439425,0.5454545454545454,0.6622347235679626,0.8528410792350769
11624,2,"Vgl. die Dokumente, die mit dem Schreiben aus Augusta in Verbindung stehen, in: <ref target=""file11624"">Augustae, 17. August 1538, <persName ref=""p8056"" cert=""high"">Heinrich Bullinger</persName> an <persName ref=""p8057"" cert=""high"">Heinrich Bullinger</persName> (oben <ref target=""file11625"">Nr. 1581</ref>), <persName ref=""p8058"" cert=""high"">Heinrich Bullinger</persName> an <persName ref=""p8059"" cert=""high"">Heinrich Bullinger</persName> (oben <ref target=""file11626"">Nr. 1582</ref>), Briefe an <persName ref=""p8060"" cert=""high"">Heinrich Bullinger</persName> (oben <ref target=""file11627"">Nrn. 1583, 1584</ref>).</ref>","Ein entsprechendes Schreiben aus <placeName ref=""l1976"" cert=""high"">Augsburg</placeName> liegt nicht vor.",0.04151849783205475,0.09900990099009901,0.0,0.0816326530612245,0.7194511890411377,0.6476725339889526
11298,5,"Vgl. <ref target=""file11287"">Hebr 6,19</ref> (et <ref target=""file11287"">Ps 30,7</ref>).","<cit type=""bible""><ref>Röm 4, 18</ref></cit>.",0.12314984202249339,0.15384615384615385,0.0,0.0,0.7379661798477173,0.7426695823669434
11298,4,"Vgl. oben <ref target=""file11287"">Nr. 1244</ref>, 20-22 (Zugrundelegung der lutherischen Gemeinden in Zürich, St. Gallen, Bern, Basel und Luzern).","Die Kirche bestand aus den Gemeinden der Herrschaften <placeName ref=""l221"" cert=""high"">Horburg</placeName> und <placeName ref=""l411"" cert=""high"">Reichenweier</placeName>, denen <persName ref=""p1010"" cert=""high"">Erb</persName> als Superintendent vorstand; vgl. Johann <hi>Adam,</hi> Evangelische Kirchengeschichte der elsässischen Territorien bis zur französischen Revolution, Straßburg 1928, S. 297.",0.0,0.15384615384615385,0.0,0.14814814814814814,0.6646950840950012,0.6853042840957642
11298,12,"Vgl. <ref target=""file11294"">Nr. 1247</ref>, 2-4; vgl. auch <ref target=""file11295"">Nr. 1261</ref>, 9-11.","<persName ref=""p7492"" cert=""high"">Wilhelm von Fürstenberg</persName> verwaltete <placeName ref=""l1720"" cert=""high"">Gengenbach</placeName> als Pfandherr; vgl. Johannes Volker <hi>Wagner,</hi> Graf <persName ref=""p7492"" cert=""high"">Wilhelm von Fürstenberg</persName>, 1491-1549, und die politischgeistigen Mächte seiner Zeit, Stuttgart 1966. - Pariser Historische Studien, 4, S. 185f.",0.0,0.136986301369863,0.0,0.08888888888888888,0.6790627837181091,0.6245151162147522
11298,11,"Vgl. oben <ref target=""file11291"">Nr. 1244</ref>, 34.","<persName ref=""p261"" cert=""high"">Johannes Buchser</persName>, Pfarrer in <placeName ref=""l497"" cert=""high"">Suhr</placeName> (Kt. Aargau). - <persName ref=""p8364"" cert=""high"">Gering</persName> war 1538 vom Zürcher Ehegericht von dessen Schwester <persName ref=""p4928"" cert=""high"">Sabinella</persName> geschieden worden (vgl. Zürich SIA, YY 1. 5, S. 1026f, und Zürich ZB, Ms F 154, Nr. 5).",0.0,0.11267605633802817,0.0,0.09302325581395349,0.6542870998382568,0.6304715871810913
11298,3,"Vgl. z.B. Augustinus, Enarrationes in Psalmos, 83, 3: ""Quid est, fratres, quod vos facitis, si vos vigilantes estis? Vigilare debetis, ne in somno dormiamus."" (PL 37, 1083).",Vgl. ebd. 19-30.,0.0,0.0625,0.0,0.0625,0.586005687713623,0.586005687713623
