letter_id,n_footnote,generated_footnote,xml_footnote,bleu_with,rouge_with,bleu_without,rouge_without,bert_with,bert_without
11298,11,"Johannes Buchser, ein reformierter Theologe und einer der Mitstreiter von Heinrich Bullinger, war aktiv in der Förderung der reformatorischen Prinzipien in der Schweiz. In diesem Kontext ist er relevant, da seine Zusammenarbeit mit anderen Reformatoren und sein Einfluss auf die Gemeinden in der Region während der Reformation bedeutend waren. Sein Verhältnis zu dem auch genannten Ioannis Surani weist auf eine enge Verbindung innerhalb des reformierten geistlichen Netzwerks hin, die für die Verbreitung reformatorischer Ideen und die Organisation der reformierten Kirche in der Region von Bedeutung war.","<persName ref=""p261"" cert=""high"">Johannes Buchser</persName>, Pfarrer in <placeName ref=""l497"" cert=""high"">Suhr</placeName> (Kt. Aargau). - <persName ref=""p8364"" cert=""high"">Gering</persName> war 1538 vom Zürcher Ehegericht von dessen Schwester <persName ref=""p4928"" cert=""high"">Sabinella</persName> geschieden worden (vgl. Zürich SIA, YY 1. 5, S. 1026f, und Zürich ZB, Ms F 154, Nr. 5).",0.0,0.09210526315789473,0.0,0.109375,0.5593805313110352,0.615874171257019
11298,12,"Wilhelm von Fürstenberg (*circa 1480–1559) war ein bedeutender deutscher Adeliger und ein wichtiger Unterstützer der Reformbewegung im 16. Jahrhundert. Als Graf und Komtur des Johanniterordens spielte er eine zentrale Rolle in der Verwaltung und politischen Landschaft der Region Gengenbach, die damals als strategisch wichtig galt. Unter seiner Herrschaft wurde Gengenbach zu einem Ort, der sowohl für den politischen als auch für den religiösen Diskurs von Bedeutung war, insbesondere im Kontext der Auseinandersetzungen zwischen reformierten und katholischen Kräften im Heiligen Römischen Reich.","<persName ref=""p7492"" cert=""high"">Wilhelm von Fürstenberg</persName> verwaltete <placeName ref=""l1720"" cert=""high"">Gengenbach</placeName> als Pfandherr; vgl. Johannes Volker <hi>Wagner,</hi> Graf <persName ref=""p7492"" cert=""high"">Wilhelm von Fürstenberg</persName>, 1491-1549, und die politischgeistigen Mächte seiner Zeit, Stuttgart 1966. - Pariser Historische Studien, 4, S. 185f.",0.0,0.1678321678321678,0.0,0.19512195121951217,0.56798255443573,0.629983127117157
11298,3,"Siehe hierzu auch Johannes Calvin, *Institutio Christianae Religionis*, Buch 2, Kapitel 8, wo die Gefahren der Nachlässigkeit in der Seelsorge thematisiert werden; sowie Martin Luther, *Von der Freiheit eines Christenmenschen*, 1520, in dem er die Bedeutung der Wachsamkeit im Glauben hervorhebt. Des Weiteren behandeln die *Confessio Augustana*, Artikel 12, und die Schriften von Philipp Melanchthon das Thema der Sorgfalt und deren Einfluss auf das christliche Leben.",Vgl. ebd. 19-30.,0.0,0.0,0.0,0.0,0.5568829774856567,0.556882917881012
11298,4,"In diesem Kontext bezieht sich die ""ecclesiola huius agri"" auf die reformierten Gemeinden in der Region Zürich, zu denen unter anderem die Stadtgemeinde Zürich sowie angrenzende ländliche Gemeinden wie Winterthur, Baden und andere gehörten, die während der Reformation unter Bullingers Einfluss standen. Diese Gemeinden standen in engem Kontakt und Austausch, insbesondere durch die gemeinsamen kirchlichen und theologischen Anliegen der Reformatoren.","Die Kirche bestand aus den Gemeinden der Herrschaften <placeName ref=""l221"" cert=""high"">Horburg</placeName> und <placeName ref=""l411"" cert=""high"">Reichenweier</placeName>, denen <persName ref=""p1010"" cert=""high"">Erb</persName> als Superintendent vorstand; vgl. Johann <hi>Adam,</hi> Evangelische Kirchengeschichte der elsässischen Territorien bis zur französischen Revolution, Straßburg 1928, S. 297.",0.0,0.1,0.0,0.12,0.5855604410171509,0.6481780409812927
11298,5,"Der Gedanke an ""Hoffnung gegen Hoffnung"" könnte biblisch in Römer 4,18 verankert sein, wo Abraham trotz widriger Umstände an die Verheißung Gottes glaubte. Auch Hebräer 11,1, das den Glauben als ""die Substanz der Dinge, die man hofft"" beschreibt, spiegelt diesen Gedanken wider und untermauert die Vorstellung, dass Hoffnung in scheinbar aussichtslosen Situationen bestehen bleibt.","<cit type=""bible""><ref>Röm 4, 18</ref></cit>.",0.0,0.08450704225352113,0.0,0.0923076923076923,0.5665293335914612,0.6100142002105713
11298,6,"Vgl. Aristoteles, *Poetik* 14, wo der Ausdruck verwendet wird, um die interventionistische Rolle eines Gottes in der Handlung zu beschreiben.","<bibl>Adagia</bibl>, 1, 1, 68 (<bibl>LB</bibl> II 52f).",0.0,0.0,0.0,0.0,0.6055731177330017,0.6447955369949341
11298,7,"Die Gründe für den Verlust des entsprechenden Briefes von Hedio sind unklar, jedoch wird vermutet, dass er während der Wirren der Reformation und den damit verbundenen politischen Konflikten verloren gegangen sein könnte. Darüber hinaus könnte auch eine mangelnde Archivierung oder der bewusste Umgang mit relevanten Texten, je nach ihren Inhalten und der jeweiligen politischen Lage, zu seinem Verschwinden beigetragen haben.","Der entsprechende Brief <persName ref=""p8374"" cert=""high"">Hedios</persName> ist nicht erhalten.",0.0,0.02531645569620253,0.0,0.027397260273972608,0.5609568953514099,0.6550472378730774
11298,8,"Der Orator, der in dem Satz erwähnt wird, ist <persName ref=""p7852"" cert=""high"">Johann von Weeze</persName>, der als Gesandter des Kaisers Karl V. fungierte. Er spielte eine zentrale Rolle in den Verhandlungen mit den protestantischen Fürsten im Rahmen der politischen Situation dieser Zeit.","Gemeint ist der Orator Kaiser Karis V., <persName ref=""p7852"" cert=""high"">Johann von Weeze</persName>; zum Stand der Verhandlungen in <placeName ref=""l157"" cert=""high"">Frankfurt</placeName> vgl. oben <ref target=""file11293"">Nr. 1250</ref>, 52-63.",0.2808826942957261,0.3764705882352941,0.0,0.31746031746031744,0.7602258920669556,0.7089473605155945
11298,9,"In Nr. 1244 bezieht sich der Name <persName ref=""p19956"" cert=""high"">Marcus</persName> wahrscheinlich auf Markus Tullius Cicero, einen römischen Senator und Markgrafen, der in der reformierten Kirche eine prominente Rolle spielte. Alternativ könnte es sich auch um eine andere Person handeln, die innerhalb der reformierten Gemeinschaft bekannt war. Weitere Informationen über seinen Einfluss und seine Aktivitäten in der Reformationszeit finden sich in den Korrespondenzen von Bullinger und anderen Zeitgenossen.","Der bereits oben <ref target=""file11287"">Nr. 1244</ref>, 7-9 erwähnte Markus ist nicht weiter bekannt.",0.0,0.13043478260869568,0.0,0.12195121951219512,0.6949198842048645,0.6580870151519775
11390,2,"Der Brief wurde von Heinrich Bullinger verfasst, einem bedeutenden reformierten Theologen und Nachfolger von Ulrich Zwingli in Zürich. Bullinger spielte eine zentrale Rolle in der Reformation der Schweiz und war maßgeblich an der vernetzten Theologie und der Förderung reformatorischer Ideen beteiligt. Neben seiner theologischen Arbeit war er auch ein produktiver Schriftsteller und Korrespondent, der umfangreiche Briefe an Zeitgenossen und Unterstützer der Reformation verfasste, in denen er sowohl philosophische als auch praktische Angelegenheiten der reformierten Kirche behandelte. Sein Engagement für die Bildung und die theologische Klärung trugen zur Festigung der reformierten Traditionen und der konfessionellen Identität in der Region bei.",Näheres dazu ist nicht bekannt.,0.0,0.0,0.0,0.0,0.5532717108726501,0.5532717704772949
